Character Name,Scene ID,Setting Name (Location),Action Summary,Anchor Quote
Peyami Bey,Ch11_Observation_Trench,Ankara: Polatlı: Tepe Üstündeki Gözetleme Siperi,"Peyami Bey sits quietly in the trench, feeling deeply moved by the tragic and beautiful height of their experience.",Ben oturdum. İçimde senelerden beri tırmandığım müthiş ve güzel bir dağın zirvesine gelmiş gibi bir his vardı.
İhsan,Ch11_Metris_Tepe,Bilecik: Bozüyük: Metris Tepe,"İhsan recalls his experience during the Battle of İnönü at Metris Tepe, where he was shot and lost consciousness.",Metris Tepe'de duyarak bayıldığım an her şeyin bitmiş olduğunu zannediyordum.
İhsan,Ch11_Eskisehir_Hospital,Eskişehir: Merkez: Eskişehir Hastanesi,İhsan recalls waking up temporarily under anesthetic on the operating table in Eskişehir.,Hastahanenin ameliyat masasına getirdikleri zaman tekrar bayılmışım.
Ayşe,Ch11_Eskisehir_Hospital,Eskişehir: Merkez: Eskişehir Hastanesi,"Ayşe is remembered by İhsan as the nurse who tended to him on his operating table, offering comfort.","Başının siyah çerçevesi arasında Ayşe'nin yüzü, yeşil gözlerinde ömrümde görmediğim bir rikkat ve tatlılıkla, dudaklarında çocuğunu seven bir ananın derin iptilâsıyla yüzüme bakıyordu."
İhsan,Ch11_Madam_Tadias_Hotel,Eskişehir: Merkez: Madam Tadia'nın Oteli,"İhsan is moved to Madam Tadia's hotel, where he enjoys the close care of Ayşe as he recovers.",Beni hastahanede yer olmadığı için Madam Tadia' nın otelindeki küçük odaya naklettiler.
Ayşe,Ch11_Madam_Tadias_Hotel,Eskişehir: Merkez: Madam Tadia'nın Oteli,"Ayşe carefully carries İhsan and places him on soft pillows at the hotel, remaining with him day and night.","Ayşe sedyenin yanında geldi, kavî ve genç kollarıyla beni bir child gibi sarsmadan kaldırdı; temiz, kuştüyü yastıklar içine bıraktı."
İhsan,Ch11_Cousins_House_Ankara,Ankara: Dikmen: Cousin's House,"İhsan takes a leave of absence to rest in Ankara, staying at his cousin's house.",Tabiî olarak amcazadem mebusun evine misafir oldum.
İhsan'ın Amcazadesi,Ch11_Cousins_House_Ankara,Ankara: Dikmen: Cousin's House,"İhsan is hosted by his cousin, a member of parliament, during his recovery period.",Tabiî olarak amcazadem mebusun evine misafir oldum.
"İhsan'ın Amcazadesinin Şen, Güzel Kızları",Ch11_Cousins_House_Ankara,Ankara: Dikmen: Cousin's House,The cheerful daughters of İhsan's cousin stroll with him in the fields while he recuperates.,"amcazademin şen, güzel kızlarıyla kırlarda dolaşıyor, tabiî ve genç bir insan oluyordum."
İhsan,Ch11_Ankara_Station,Ankara: Altındağ: Ankara İstasyonu,İhsan leaves Ankara at night and says his goodbyes to his family before getting into his compartment.,Kompartımana atladım.
"İhsan'ın Amcazadesinin Şen, Güzel Kızları",Ch11_Ankara_Station,Ankara: Altındağ: Ankara İstasyonu,The daughters of İhsan's cousin accompany him to Ankara Station to send him off.,Amcazademin kızları beni istasyona getirdiler.
İhsan'ın Amcazadesinin Küçük Kızı Sabiha,Ch11_Ankara_Station,Ankara: Altındağ: Ankara İstasyonu,"Sabiha hugs and kisses İhsan goodbye, creating a scene at the station due to her affection.","Amcazademin küçük kızı Sabiha da istasyonda bir çığlık kopardı, boynuma sarıldı."
İhsan'ın Akrabaları,Ch11_Ankara_Station,Ankara: Altındağ: Ankara İstasyonu,İhsan's relatives gather at the train station to embrace him warmly prior to his departure.,Bütün aile boynuma sarıldı.
İhsan,Ch11_Train_Compartment,Ankara: Sincan: Tren Kompartımanı,"İhsan travels with other young officers in a third-class train compartment, growing curious about who is next door.","Ben süratle döndüm: — Acaba kim, biliyor musunuz?"
İhsan'ın Kompartımandaki Genç Arkadaşları,Ch11_Train_Compartment,Ankara: Sincan: Tren Kompartımanı,Several young officers share the third-class compartment with İhsan on his train journey.,Bana ve yanımdaki genç arkadaşlara üçüncüden bir kompartıman hazırlamışlardı.
Açık Hikâye Nakleden Genç Arkadaş,Ch11_Train_Compartment,Ankara: Sincan: Tren Kompartımanı,One of the young friends starts sharing a slightly off-color story as the train passes Sincan Station.,Sincan İstasyonu'nu geçtikten sonra gençlerden biri oldukça açık bir hikâye nakletmeye başladı.
Ciddi Yüzlü Arkadaş,Ch11_Train_Compartment,Ankara: Sincan: Tren Kompartımanı,A serious officer hushes the others and indicates that a nurse is traveling in the adjacent compartment.,Yanımda ciddî yüzlü bir arkadaş parmağını dudaklarına götürerek sükût işareti yaptıktan sonra yanımızdaki kompartımanı gösterdi
İhsan,Ch11_Malli_Station,Ankara: Polatlı: Mallı Station,İhsan gets off the train at Mallı Station to find Ayşe's compartment.,Mallı'da atladım. Neferi Ayşe'nin kompartımanına gönderdim.
İhsan'ın Neferi,Ch11_Malli_Station,Ankara: Polatlı: Mallı Station,İhsan's orderly goes to locate Ayşe in the train and returns to confirm her presence.,"Neferim döndü. — Ayşe Hanım burada, dedi."
Ayşe,Ch11_Malli_Station,Ankara: Polatlı: Mallı Station,"Ayşe is found inside her compartment, requesting that İhsan control himself so people don't find out they are engaged.","""Bizim nişanlı olduğumuzu kimse bilmez, rica ederim kendinize hâkim olunuz,"" dedi."
İhsan,Ch11_Polatli,Ankara: Polatlı: Train Compartment,"İhsan departs from Ayşe's side at Polatlı Station, where she only reluctantly lets him kiss her hand.",Polatlı'da ayrılırken elini bile öpmeme zor müsaade etti.
Ayşe,Ch11_Polatli,Ankara: Polatlı: Train Compartment,Ayşe acts distant and fatigued as she bids İhsan farewell at Polatlı Station.,Polatlı'da ayrılırken elini bile öpmeme zor müsaade etti.
İhsan,Ch11_Eskisehir_Station,Eskişehir: Merkez: Eskişehir İstasyonu,İhsan bids farewell to Ayşe at the train station in Eskişehir as she departs.,"Ertesi sabah Eskişehir'de istasyonda herkesin içinde elimi sıktı, gitti."
Ayşe,Ch11_Eskisehir_Station,Eskişehir: Merkez: Eskişehir İstasyonu,Ayşe shakes İhsan's hand at the busy station in Eskişehir before departing.,"Ertesi sabah Eskişehir'de istasyonda herkesin içinde elimi sıktı, gitti."
İhsan,Ch11_Ihsans_Tent,Ankara: Polatlı: Alagöz (Tatar Köyü): İhsan'ın Odası,"İhsan sits in his tent amidst a clutter of papers, eating a hurried dinner, when Cemal arrives to visit.",Çadırda kâğıtların yanı başında getirdikleri yemeği yutmaya çalışıyordum.
Binbaşı Cemal,Ch11_Ihsans_Tent,Ankara: Polatlı: Alagöz (Tatar Köyü): İhsan'ın Odası,"Major Cemal arrives at İhsan's tent, covered in dust, to heartily congratulate him on his engagement rumors.",Çadırın kapısı vuruldu. Kuvvetli ve iyi sesiyle Cemal seslendi: — Seni ne kadar aradım yahu!
İhsan,Ch11_Gokcepinar,Ankara: Polatlı: Gökçepınar,İhsan rides swiftly on horseback into Gökçepınar to visit Colonel Haşmet Bey's headquarters.,"Attan atladım, Haşmet Bey'in karargâhına koştum."
Miralay Haşmet Bey,Ch11_Gokcepinar,Ankara: Polatlı: Gökçepınar,Colonel Haşmet Bey warmly welcomes İhsan and praises Ayşe's kindness in dressing his wounded arm.,Haşmet Bey bariz bir saadet ve inkişaf içinde mültefit ve memnun.
Binbaşı Cemal,Ch11_Gokcepinar,Ankara: Polatlı: Gökçepınar,Cemal sits by the fire at Haşmet Bey's headquarters alongside Ayşe and the newly arrived İhsan.,"Cemal, o eski Cemal."
Ayşe,Ch11_Gokcepinar,Ankara: Polatlı: Gökçepınar,"Ayşe sits in her nurse's white gown at the headquarters, keeping her gaze away from İhsan.","Ayşe sıcaktan sıkılmış, üniformasını çıkarmış, beyaz hemşire gömleği ile oturuyor ve odaya giren binbaşıya hiç bakmıyor."
İhsan'ın Arkasındaki Süvarilerden Biri,Ch11_Gokcepinar,Ankara: Polatlı: Gökçepınar,One of İhsan's cavalrymen is sent to find the location of the mobile hospital before İhsan meets Haşmet Bey.,"Köye girerken arkamdaki süvarilerden birine seyyarın yerini öğrenmesini, kumandanın yanından çıkınca hastahaneyi teftiş edeceğimi söyledim."
Çavuş,Ch11_Gokcepinar,Ankara: Polatlı: Gökçepınar,"The sergeant opens the door to the office, showing a bright fire burning in the hearth.",Çavuş odanın kapısını açınca karşımda kütükleri ızbandut gibi kocaman bir ateşin gölgesi ocaktan saz tavanlara vuruyor ve oynuyordu.
İhsan,Ch11_Haymana,Ankara: Haymana: Haymana Camii,İhsan arrives at the mosque in Haymana to inspect the wounded officers of his corps.,Nihayet Haymana Camii'nin önüne geldim.
Ayşe,Ch11_Haymana,Ankara: Haymana: Haymana Camii,"Ayşe kneels before a wounded soldier inside the mosque to apply dressings, displaying remarkable speed and calm.","Oracıkta bir nefer sedyesinin önünde Ayşe diz çökmüş, yüzükoyun yatan bir neferin belindeki yaraya doktorla beraber pansuman yapıyor."
Mihrabın Yanındaki Yaralı Nefer,Ch11_Haymana,Ankara: Haymana: Haymana Camii,"A wounded soldier lies face down on a stretcher near the mihrab, crying out in pain as his wound is dressed.","Oracıkta bir nefer sedyesinin önünde Ayşe diz çökmüş, yüzükoyun yatan bir neferin belindeki yaraya doktorla beraber pansuman yapıyor."
Ayşe ile Pansuman Yapan Doktor,Ch11_Haymana,Ankara: Haymana: Haymana Camii,The doctor assists Ayşe in performing quick dressings on a severely wounded soldier inside the mosque.,"Ayşe'nin kolları sıvalı, becerikli elleri şayanı hayret bir sürat ve sükûnla kâh yarayı bir pens ile çekiyor, kâh tentürdiyot, gaz kaplarını doktora uzatıyor."
Yüzbaşı Ahmet Selim,Ch11_Haymana,Ankara: Haymana: Haymana Camii,"Ahmet Selim lies near the mihrab with his head bandaged, greeting İhsan when he approaches.","Mihrabın yanında, kafası sargılar içinde yatan zavallı Ahmed Selim'e bakamadım bile."
İki Gözünden Yaralı Zabit,Ch11_Haymana,Ankara: Haymana: Haymana Camii,A wounded officer who was hit in both eyes complains about his intense pain while leaning on two soldiers.,— Benim pansumanım ne zaman olacak? Gözlerimin sancısına dayanamıyorum. Bunu ayakta iki nefere dayanmış iki gözünden yaralı bir zâbit söylüyor.
Gözünden Yaralı Zabite Dayanan İki Nefer,Ch11_Haymana,Ankara: Haymana: Haymana Camii,Two soldiers support the wounded officer who has lost his sight as he waits for treatment.,Bunu ayakta iki nefere dayanmış iki gözünden yaralı bir zâbit söylüyor.
Kocaman Başındaki Başlığı Düzeltilen Hemşehri,Ch11_Haymana,Ankara: Haymana: Haymana Camii,"A wounded soldier receives care from Ayşe, who pulls a blanket over him and fixes his headgear.","Ayşe önündeki neferin üstüne bir battaniye çekiyor, kocaman başındaki başlığı düzeltiyor."
Dışarıdan Bağıran Gür Sesli Adam,Ch11_Haymana,Ankara: Haymana: Haymana Camii,"A loud-voiced man calls out to Ayşe from beyond the mosque, urging her to hurry because there are more wounded outside.","Camiin ötesinden gür bir ses haykırdı: — Pansumanları daha çabuk yapmalı, dışarıda yağmurda yaralı var, hemşire bu tarafa geliniz."
Ayşe'nin Başında Durduğu Genç Nefer,Ch11_Haymana,Ankara: Haymana: Haymana Camii,A young soldier lies silent and pale in intense suffering until Ayşe stops to check on him.,"Yolunun üstünde çocuk sayılacak bir genç nefer yatıyordu. Sesini çıkarmıyor, derin kara gözleri ıztırâb içinde genç dudakları bembeyaz olmuştu."
Kumandan,Ch11_Haymana,Ankara: Haymana: Haymana Camii,"The commander shows deep interest in the wounded, leaving İhsan to check on them while he meets with other officers.",Bizim Kumandan yaralılarla son derece alâkadardır.
Sedyeciler,Ch11_Haymana,Ankara: Haymana: Haymana Camii,Stretcher-bearers continually bring in wounded soldiers and lift up those who have already been treated.,Hakikat bir sedye akını girip çıkıyor ve sedyeciler mütemadiyen sedye bırakıp sedye kaldırıyorlar.
İhsan,Ch11_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),"İhsan rides to the mobile hospital to verify if Ayşe has returned to her post, speaking to a maid outside.","Gece yarısına kadar bir deli gibi çalıştıktan sonra saat birde ata atlamış, seyyarı teftişe gitmiştim."
Seyyar Hastanedeki Hademe Kadın,Ch11_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),A maid at the mobile hospital informs İhsan that Ayşe is currently busy doing dressings.,Seyyarın yanındaki küçük çadırdan bir hademe kadın çıktı.
İhsan,Ch11_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),İhsan goes to Ayşe's tent at the mobile hospital to demand answers regarding their relationship.,Gece soğuk ve rüzgârlı idi; yemek vakti seyyara kadar gittim.
Ayşe,Ch11_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),Ayşe is found resting on her cot inside her tent at the hospital when İhsan arrives.,Ayşe kendi çadırında seyyar karyolasının üstünde dinleniyordu.
İhsan,Ch11_Village_Road,Ankara: Polatlı: Köy Yolu,İhsan walks with Ayşe along the road as they talk about the future under the dark sky.,"O da üniformasını giydi, yürüyerek yola doğrulduk. Karanlıkta hep konuşuyor, hep o anlatıyordu."
Ayşe,Ch11_Village_Road,Ankara: Polatlı: Köy Yolu,"Ayşe walks under the dark sky with İhsan, speaking continuously as they make their way towards the village.","Karanlıkta hep konuşuyor, hep o anlatıyordu."
İstanbullu Müezzin,Ch11_Village_Road,Ankara: Polatlı: Köy Yolu,An Istanbul-sounding muezzin sings a melancholic evening call to prayer from the minaret as İhsan and Ayşe part.,"Köyün minaresinden, İstanbullu olduğuna kani olduğum bir ses hasretle, ıztırâbla dolu bir yatsı ezanı okuyordu."
İhsan,Ch11_Village_Road,Ankara: Polatlı: Köy Yolu,"İhsan walks back down to the village with Peyami, expressing his despair and coldness.","""Ah, bu kadını ömrümde bir defa olduğu gibi bilseydim; bilmedim ve bilmeden bir sır işkencesiyle beni öldürecek; ne kadar üşüdüm Peyami. Çabuk yürüyelim."""
Peyami Bey,Ch11_Village_Road,Ankara: Polatlı: Köy Yolu,"Peyami Bey walks beside İhsan, realizing the deep torment and pain İhsan is about to describe.",İhsan'ın hikâyesinin asıl işkence kısmı şimdi başlıyordu.
İhsan,Ch11_Ihsans_Village_Room,Not Found: İhsan'ın Köydeki Odası,İhsan sits in front of a warm brazier in his room before resuming his deeply personal narrative.,Odasında bir mangal dolusu ateşin önüne tek sandalyesini çekip oturmadan hikâyesine başlamadı.
Peyami Bey,Ch11_Ihsans_Village_Room,Not Found: İhsan'ın Köydeki Odası,"Peyami Bey listens to İhsan in his room, caressing İhsan's worn face in a gesture of comforting friendship.",İki ellerimle İhsan'ın yüzünü okşadım.
Peyami Bey,Ch12_General_Hospital,Ankara: Cebeci: Cebeci Hastahanesi,Peyami Bey reflects on his physical state and memories while lying severely wounded and waiting for his brain surgery.,"Ne kadar gündür bitap yatıyorum. Yaşayan, artık bu yarım vücudum değil, kafamdır."
Doktor,Ch12_General_Hospital,Ankara: Cebeci: Cebeci Hastahanesi,"The doctor schedules Peyami's impending surgery, which Peyami fears will expose his deepest thoughts and feelings.","Doktorun gözlerinden, tavrından ameliyatın mutlak iki gün sonra yapılacağını zannediyorum."
Yüzbaşı Salim,Ch12_General_Hospital,Ankara: Cebeci: Cebeci Hastahanesi,Peyami Bey makes his final will and dictates his wishes to Salim prior to the operation.,Bu sabah her şeyi Salim'e vasiyet ettim.
İhsan,Ch12_Ihsans_Tent,Ankara: Polatlı: İhsan'ın Çadırı ve Karargâhı,"İhsan works relentlessly inside his tent late at night, delivering cold, precise commands to prepare his regiment.",Bizim küçük çadırda bir makine gibi telâşsız ve sert emirler veriyor.
Peyami Bey,Ch12_Ihsans_Tent,Ankara: Polatlı: İhsan'ın Çadırı ve Karargâhı,Peyami Bey watches İhsan work in the tent and compares him to the brave but tragic Tin Soldier from Hans Christian Andersen's fairy tale.,Ona bakarken içimde ağlamaya benzer bir tebessüm hâsıl oluyor.
Peyami Bey,Ch12_Slope_to_Valley,Ankara: Polatlı: Vadiye İnen Meyil,"Peyami Bey travels down the slope toward the mobile hospital valley, rehearsing what he will say to Ayşe about İhsan's love.","Seyyarın olduğu vadiye inen meyli aşarken etrafta dalgalanan başaklara, Ayşe'ye söyleyeceklerimi anlatıyorum."
Ayşe,Ch12_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),"Ayşe tends to the wounded soldiers in the mobile hospital, comforting them and dressing their injuries.",Kendisi direğin dibinde iri bir askerin başına soğuk su koyuyor.
Peyami Bey,Ch12_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),Peyami Bey visits the mobile hospital to talk to Ayşe and later returns there with the dying İhsan.,"Çadırın kapısından baktım. İçerisi eter, tentürdiyot kokuyor."
Hüseyin Çavuş,Ch12_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),"Hüseyin Çavuş lies wounded in the hospital, and Peyami Bey recognizes his voice expressing a desire to return to his regiment.",--- Bu Hüseyin Çavuş'un sesi Peyami. Kolundan yaralı.
Mustafa Çavuş,Ch12_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),Ayşe calls upon Mustafa Çavuş to watch over the patients as she steps outside to talk to Peyami Bey.,--- Mustafa Çavuş biraz hastaların yanına gel.
Genç Doktor,Ch12_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),The young doctor treats the flood of wounded soldiers and takes care of the mortally wounded İhsan when he is brought in.,"Genç bir doktor, çadırın içini, dışını istilâ eden sedyelerde pansuman yapıyor."
Sıhhiye Neferi,Ch12_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),A sanitary soldier tearfully brings Ayşe's lifeless body to the tent and recounts how she was hit by artillery while dressing a wounded soldier.,"Sıhhiye neferi sesinde hıçkırıkla, fakat iftiharla, aşkla söylüyor: — Topla yaralandı."
İhsan,Ch12_Mobile_Hospital,Ankara: Polatlı: Seyyar Hastane (Ayşe'nin Çadırı),The mortally wounded İhsan is brought to Ayşe's tent and laid upon her military cot to spend his final moments.,Onu Ayşe'nin küçük çadırında vücudunun şeklini muhafaza eden asker karyolasına yatırıyoruz.
İhsan,Ch12_Rear_Ridges,Ankara: Polatlı: Arka Sırtlar,İhsan takes command of his regiment and personally trains the young recruits on the yellow rear ridges.,Arka sırtların sarı hattı bâlâları üzerinde ayırdığı küçük acemi kıtaların talimiyle kendi uğraşıyor.
Peyami Bey,Ch12_Rear_Ridges,Ankara: Polatlı: Arka Sırtlar,"Peyami Bey serves as the orderly officer for İhsan, watching the new soldiers train on the slopes.",İhsan alayını teslim aldı; ben de emir zâbiti oldum.
Miralay Haşmet Bey,Ch12_Regiment_Camp,Ankara: Polatlı: Alay Karargâhı,Haşmet Bey calls İhsan to his headquarters to deliver plans for the upcoming march.,On ikide İhsan'ı Kumandan Haşmet Bey çağırdı.
İhsan,Ch12_Regiment_Camp,Ankara: Polatlı: Alay Karargâhı,İhsan gathers his company commanders around his tent to issue tactical instructions.,"Bir saat sonra İhsan da çadırın etrafında bölük kumandanlarını topladı, talimat veriyor."
Peyami Bey,Ch12_Regiment_Camp,Ankara: Polatlı: Alay Karargâhı,Peyami Bey observes the military preparation and watches Cemal's regiment march forward before theirs.,İşte biz de gidiyoruz. Bizden evvel Cemal'in alayı geçiyor.
Binbaşı Cemal,Ch12_Regiment_Camp,Ankara: Polatlı: Alay Karargâhı,Cemal leads his regiment past the camp and over the ridge lines first.,Cemal'in alayının son neferi hattı bâlâyı geçerken İhsan rikkatini örtmeye çalıştığı sert bir sesle: — En evvel Cemal'in alayı gitti... diyor.
İhsan,Ch12_Ridge_Lines,Ankara: Polatlı: Hattı Bala (Sırtlar),"İhsan rides his horse dynamically along the ridge lines, giving orders and keeping his troops organized.","İhsan yanımızda atının üstünde öyle sabit ve kavî ki, dört nal, sağa sola koşuyor ve emirler veriyor."
Peyami Bey,Ch12_Ridge_Lines,Ankara: Polatlı: Hattı Bala (Sırtlar),Peyami Bey crosses the ridge line alone on duty and feels a deep urge to wave back to the hospital.,"Hattı bâlâya yalnız, İhsan'sız vasıl oldum. Dönerken mendilimi çıkarmak, seyyara sallamak istiyorum."
Muhsin Bey,Ch12_Ridge_Lines,Ankara: Polatlı: Hattı Bala (Sırtlar),The regular officer Muhsin Bey serves as the adjutant and shows a protective attitude toward Peyami Bey.,Alay'ın yâveri Mülâzım Muhsin Bey muvazzaf bir zâbit.
Peyami Bey,Ch12_Valley_After_Ridge,Ankara: Polatlı: Sırtın Ardındaki Vadi,Peyami Bey enters the dusty valley surrounded by mountains as enemy artillery fire starts raining down.,Hattı aşınca dağlarla çevrilmiş bir vadiye girdik.
İhsan,Ch12_Valley_After_Ridge,Ankara: Polatlı: Sırtın Ardındaki Vadi,"İhsan grows excited about the battle, stating that their regiment will spearhead the central assault.",İhsan'ın yüzü biraz açıldı. — Biz merkezden hücum edeceğiz. İlk ateşte biziz Peyami...
Peyami Bey,Ch12_Polatli,Ankara: Polatlı: Karadağ,"Peyami Bey passes through Polatlı under heavy bombardment, witnessing explosions and casualties in the fields.",Polatlı'nın kırmızı damlarında siyah bir infilâk gördüm.
İhsan,Ch12_Polatli,Ankara: Polatlı: Karadağ,"İhsan commands the movement near Polatlı, studying the geography of the valley to plan their approach under fire.","İhsan tabur kumandanlarını topluyor, dağın eteğine karanlıkta yaklaşmaya karar veriyor ve onların yürüyüş istikametlerini tâyin ediyor."
Muhsin Bey,Ch12_Polatli,Ankara: Polatlı: Karadağ,"Muhsin Bey is wounded in action during the shelling near Polatlı, and İhsan calls for immediate medical help.","Peyami, Muhsin yaralandı. Sıhhiyeyi çabuk gönder."
İhsan,Ch12_Regiment_Dressing_Station,Ankara: Polatlı: Karadağ: Alay Sargı Mahalli,"İhsan sets up his command post at the regiment's dressing station, a natural ditch sheltered from direct fire.",Alay sargı mahalli orası. Alay kumandanı orada mevki aldı ve hakikî dağ hücumu oradan başladı.
Peyami Bey,Ch12_Regiment_Dressing_Station,Ankara: Polatlı: Karadağ: Alay Sargı Mahalli,Peyami Bey stays by the dressing station while preparing to launch the assault on Karadağ under cover of darkness.,Alay sargı mahalli orası. Alay kumandanı orada mevki aldı ve hakikî dağ hücumu oradan başladı.
İhsan,Ch12_Karadag,Ankara: Polatlı: Karadağ,İhsan courageously leads the final assault up the steep cliffs of Karadağ before being shot.,"İhsan daima askerden çok önde... Öyle sabit, öyle kat'î yürüyor ki arkasındaki siyah kütlede en küçük bir tereddüt yok."
Peyami Bey,Ch12_Karadag,Ankara: Polatlı: Karadağ,Peyami Bey participates in the frantic bayonet charge and catches the wounded İhsan in his arms.,"Ben bir şey bilmiyorum, sarhoşum, kendimden geçmişim. Onlarla beraber ben de sövüyorum ve haykırıyorum."
Çavuş,Ch12_Karadag,Ankara: Polatlı: Karadağ,A wounded and soot-covered sergeant rallies the soldiers to avenge their fallen commander.,"bıyıkları ayakta, gözleri dönmüş, yüzü barutla simsiyah, başından, göğsünden kanlar akan bir çavuş bağırıyor: — Kumandanın intikamı! Arkadaşlar, arkamdan gelin!"
Peyami Bey,Ch12_Ambulance_Mountain_Road,Ankara: Polatlı: Karadağ: Dağ Yolu,"Peyami Bey travels in a sanitary wagon, comforting the heavily wounded İhsan on the road down the mountain.","Dağın eteğinde bir sıhhiye arabası, yoldan gidiyoruz. --- İhsan, İhsan kardeşim."
İhsan,Ch12_Ambulance_Mountain_Road,Ankara: Polatlı: Karadağ: Dağ Yolu,"İhsan struggles for his life in the ambulance wagon, weakly moaning on the mountain road.",Dönmeye çalışıyor; fakat aynı hırıltı.
Peyami Bey,Ch12_Village_Cemetery,Ankara: Polatlı: Basri Köyü Mezarlığı,"Peyami Bey attends the funeral of Ayşe and İhsan at the village graveyard, watching them be buried side by side.","Sabahleyin iki arabada, iki al bayrak örtülü tabut öteki şehitler arasında köyün küçük mezarlığına girdi."
Miralay Haşmet Bey,Ch12_Village_Cemetery,Ankara: Polatlı: Basri Köyü Mezarlığı,Haşmet Bey throws dirt over the newly dug graves of Ayşe and İhsan.,"Haşmet Bey'in iki taze mezara toprak attığını, Cemal'in ayakta şiş gözlerle alık alık baktığını gördüm."
Binbaşı Cemal,Ch12_Village_Cemetery,Ankara: Polatlı: Basri Köyü Mezarlığı,Cemal stands crying with swollen eyes at the village cemetery during the burial.,"Haşmet Bey'in iki taze mezara toprak attığını, Cemal'in ayakta şiş gözlerle alık alık baktığını gördüm."
Peyami Bey,Ch12_Basri_Village_Room,Ankara: Polatlı: Basri Village: Village Room,"Peyami Bey sits in a village room in Basri with Haşmet Bey and Cemal, processing their grief.","Bir saat sonra Basri Köyü'nde, bir köy odasında Haşmet Bey'le Cemal arasında oturuyordum."
Miralay Haşmet Bey,Ch12_Basri_Village_Room,Ankara: Polatlı: Basri Village: Village Room,"Haşmet Bey sits with Peyami and Cemal in the village room, his inner grief visible on his face.","Bir saat sonra Basri Köyü'nde, bir köy odasında Haşmet Bey'le Cemal arasında oturuyordum."
Binbaşı Cemal,Ch12_Basri_Village_Room,Ankara: Polatlı: Basri Village: Village Room,"Cemal weeps and hugs Peyami Bey in the village room, devastated by their losses.","Cemal hıçkırıyor ve beni kolları arasında sıkıyor: — Kardeşim, kardeşim!"
Birinci Doktor,Ch13_Cebeci_Hospital,Ankara: Cebeci: Cebeci Hastahanesi,The first doctor explains that he investigated the documents of Reserve Lieutenant Peyami and found no records of a nurse named Ayşe or a colonel named İhsan.,İhtiyat Mülâzımı Peyami Efendi'nin evrakındaki isimleri tetkik ettim.
İkinci Doktor,Ch13_Cebeci_Hospital,Ankara: Cebeci: Cebeci Hastahanesi,"The second doctor inquires about Peyami's case, asking if he has any relatives and discussing the medical reality behind his writings.",Akrabaları yok mu?
Peyami Bey,Ch13_Cebeci_Hospital,Ankara: Cebeci: Cebeci Hastahanesi,"Peyami Bey dies at the hospital during an operation to extract a bullet from his brain, leaving behind his manuscript.",İki doktor çok uzun ve fennî bir münakaşadan sonra beyninden kurşun çıkarken ölen Peyami'nin Ateşten Gömleği'ne çetin ve Latince bir isim koydular.
